PATRIC.ID,CDMM_A,CDMM_B,CDMM_C,Comm_A,Comm_B,Comm_C,IEC_A,IEC_B,IEC_C
fig|645463.3.peg.2278,5.88,5.9,6.68,13.31,11.83,15.16,12.61,14.84,16.46
fig|645463.3.peg.2279,3.62,4.58,5.45,9.53,8.84,9.63,9.8,10.31,11.49
fig|645463.3.peg.2280,3.61,3.4,3.25,6.11,5.64,8.58,7.37,8,9.48
fig|645463.3.peg.2281,2.47,2.69,2.32,5.69,6.07,6.69,5.82,6.07,6.39
fig|645463.3.peg.2282,9.81,10.09,11.1,17.78,20.65,18.53,14.65,19.75,18.32
fig|645463.3.peg.2283,20.1,27.68,24.81,36.3,42.2,41.47,38.47,44.59,42.06
fig|645463.3.peg.2284,10.89,14.12,13.49,17.87,23.15,19.06,27.13,28.54,27.59
fig|645463.3.peg.2285,5.75,7.09,7.36,6.72,8.47,7.81,20.86,21.66,21.02
fig|645463.3.peg.2286,11.75,12.26,13.99,2.8,3.4,3.42,5.67,7.46,8.08
fig|645463.3.peg.2287,67.98,76.37,91.02,31.69,36.67,34.86,84.62,96.38,98.35
fig|645463.3.peg.2288,43.33,45.35,55.75,17.64,19.71,19.46,46.77,52.84,53.62
fig|645463.3.peg.2289,18.8,21.03,26.09,14.34,17.56,15.2,46.42,48.53,50.15
fig|645463.3.peg.2290,170.75,152.69,216.89,6.51,5.16,6.6,6.91,6.27,7.16
fig|645463.3.peg.2291,297.14,385.76,424.93,11.4,16.01,15.12,9.41,12.13,11.46
fig|645463.3.peg.2292,6.44,8.42,9.19,10.35,12.41,10.64,8.93,10.9,11.44
fig|645463.3.peg.2293,90.03,88.72,126.28,213.58,192.91,236.61,277.67,311.64,266.79
fig|645463.3.peg.2294,6.99,6.94,6.49,4.79,4.68,5.45,7.74,6.55,6.8
fig|645463.3.peg.2296,5.69,5.68,6.02,6.57,6.92,7.25,6.55,7.47,7.53
fig|645463.3.peg.2297,44.07,46.65,51.63,48.17,52.82,58.9,34.84,41.26,38.74
fig|645463.3.peg.2298,55.51,59.56,63.36,58.61,67.17,72.98,38.54,41.33,39.34
fig|645463.3.peg.2299,45.74,56.41,65.22,72.49,88.12,97.78,53.46,71.54,68.03
fig|645463.3.peg.2300,3895.14,4147.13,3996.17,5817.2,6971.67,7052.46,3506.94,5355.73,5298.81
fig|645463.3.peg.2301,716.65,809.89,755.48,450.35,518.38,554.34,740.75,859.64,847.92
fig|645463.3.peg.2302,10.8,12.64,12.64,20.71,23.14,21.57,26.53,31.3,30.53
fig|645463.3.peg.2303,3.7,4.25,4.55,6,5.91,6.48,10.88,12.57,14.52
fig|645463.3.peg.2304,27.37,29.16,32.01,40.1,41.7,41.92,40.18,41.8,42.12
fig|645463.3.peg.2305,59.28,68.6,67.87,185.52,218.76,218.73,117.4,134.09,135.39
fig|645463.3.peg.2306,49.22,56.74,60.4,61.73,72.89,78.5,48.64,66.45,64.95
fig|645463.3.peg.2307,95.5,98.13,95.61,118.89,123.41,123.76,90.75,98.91,93.97
fig|645463.3.peg.2309,37.79,43.82,51.67,37.09,39.53,44.46,49.3,56.18,57.73
fig|645463.3.peg.2310,36.63,40.12,40.85,44.21,52.35,54.3,67.38,73.62,72.21
fig|645463.3.peg.2311,694.25,810.81,922.13,364.14,404.48,430.53,175.94,166.13,154.04
fig|645463.3.peg.2312,6.27,6.32,8.11,12.1,13.05,14.41,6.55,6.13,6.85
fig|645463.3.peg.2313,6.65,5.81,7.73,8.87,8.8,10.27,10.04,11.97,11.31
fig|645463.3.peg.2314,13.63,15.08,16.85,20.61,22,20.85,23.43,22.66,21.33
fig|645463.3.peg.2315,2.87,3.46,5.39,5.17,6.5,6.1,3.57,4.23,4.82
fig|645463.3.peg.2316,11.91,12.77,13.86,16,18.32,17.35,32.15,33.73,35.05
fig|645463.3.peg.2317,3.93,4.58,4.94,5.37,6.22,6.91,11.55,11.3,13.43
fig|645463.3.peg.2318,9.03,10.33,11.74,17.74,20.02,19.01,15.53,19.87,20.67
fig|645463.3.peg.2319,16.36,17.7,14.98,20.78,24.91,25.45,22.46,26.34,26.02
fig|645463.3.peg.2320,22.66,26.65,28.12,40.08,51.34,45.76,38.23,44.52,43.14
fig|645463.3.peg.2321,24.99,27.41,31.33,34.42,37.48,40.29,34.49,41.35,39.83
fig|645463.3.peg.2322,43.03,48.93,54.31,38.97,42.38,45.76,36.74,44.1,42.17
fig|645463.3.peg.2323,69.15,72.85,78.78,211.56,238.42,221.33,372.43,390.94,408.13
fig|645463.3.peg.2324,2.55,3.22,2.98,3.76,4.6,4.01,6.66,10.64,11.02
fig|645463.3.peg.2325,1.55,1.37,1.27,1.89,1.46,2.1,3.44,5.32,4.77
fig|645463.3.peg.2326,0.66,0.45,0.69,0.87,0.97,0.95,1.41,1.13,1.54
fig|645463.3.peg.2327,3.22,4.1,3.76,2.76,2.7,3.62,2.47,3.36,3.54
fig|645463.3.peg.2328,0.86,0.6,0.89,1.37,1.15,1.19,1.39,1.21,1.58
fig|645463.3.peg.2329,0.48,0.39,0.6,0.9,0.95,0.46,0.73,0.61,1.31
fig|645463.3.peg.2330,0.64,0.75,0.65,0.89,0.92,0.94,0.67,1.1,0.97
fig|645463.3.peg.2331,3.03,4.04,3.18,4.11,4.78,4.5,2.08,2.42,3.61
fig|645463.3.peg.2333,9.96,13.98,13.3,21.51,24.87,24.89,11.95,16.38,17.17
fig|645463.3.peg.2334,31.44,35.71,35.81,51.01,56.49,56.93,36.83,39.6,39.47
fig|645463.3.peg.2335,1.37,1.65,2.85,3.55,3.67,4.28,3.21,5.33,6.04
fig|645463.3.peg.2336,26.76,29.06,28.3,14.81,17.33,17.41,13.27,14.66,15.1
fig|645463.3.peg.2337,118.1,131.61,103.77,60.78,78.08,83.66,44.76,52.62,51.07
fig|645463.3.peg.2339,0.11,0.44,0.1,0.43,0.61,0.13,0.33,0.52,0.4
fig|645463.3.peg.2340,31.54,36.88,37.7,44.8,50.18,53.88,94.09,100.48,100.32
fig|645463.3.peg.2341,2.39,5.23,3.54,4.03,6.36,5.64,3.52,9.59,10.28
fig|645463.3.peg.2342,15.11,18.87,22.39,45.88,56.82,59.04,21.86,24.42,23.42
fig|645463.3.peg.2343,39.8,52.2,45.36,89.32,112.67,111.07,51.69,55.22,50.63
fig|645463.3.peg.2344,18.3,19.4,18.74,24.22,31.03,29.87,22.12,25.53,27.2
fig|645463.3.peg.2345,6.32,8.93,8.29,9.9,10.48,11.3,8.39,8.84,8.19
fig|645463.3.peg.2347,318.36,403.06,399.57,1056,989.09,953.74,886.66,1028.2,1092.79
fig|645463.3.peg.2348,50.37,56.99,52.96,58.54,66.57,65.6,89.72,100.08,106.04
fig|645463.3.peg.2350,20.69,26.72,24.12,26.41,29.4,28.72,27.84,34.18,36.31
fig|645463.3.peg.2351,19.09,24.21,25.31,25.06,30.58,26.45,29.35,35.63,35.26
fig|645463.3.peg.2352,4.35,6.85,6.09,5.45,6.59,5.98,8.71,10.6,11.49
fig|645463.3.peg.2353,449.23,500.45,381.85,15.59,16.87,17.37,16.05,17.97,21.39
fig|645463.3.peg.2354,143.36,167.91,157.6,10.78,13.25,13.84,8.81,14.55,14.83
fig|645463.3.peg.2355,210.38,223.17,239.43,311.29,314.34,348.69,322.14,333.82,323.28
fig|645463.3.peg.2356,111.18,128.16,136.08,227.09,249.32,263.31,213.24,254.59,253.96
fig|645463.3.peg.2357,42.35,46.69,51.94,93.95,98.37,103.43,85.45,92,91.98
fig|645463.3.peg.2358,284.46,301.57,343.96,520.79,516.36,581.25,575.56,614.97,613.01
fig|645463.3.peg.2359,245.57,269.56,301.04,528.29,528.12,569.64,510.83,552.1,545.8
fig|645463.3.peg.2360,7.02,7.64,7.84,4.03,3.99,2.61,13.09,15.41,17.35
fig|645463.3.peg.2361,9.72,10.66,11.6,5.85,4.32,3.27,14.97,18.97,19.91
fig|645463.3.peg.2362,162.96,178.01,191.93,67.05,55.2,35.28,57.54,94.98,101.21
fig|645463.3.peg.2363,1207.61,1377.37,1263.88,197.89,226.39,178.22,156.77,447.04,436.02
fig|645463.3.peg.2364,1263.33,1322.4,1259.43,137.79,163.6,153.64,87.54,391.92,389.19
fig|645463.3.peg.2365,19.2,21.11,23.9,24.57,28.08,28.07,34.57,37.77,37.08
fig|645463.3.peg.2366,200.91,219.82,261.26,388.94,410.88,467.87,382.03,435.68,436.76
fig|645463.3.peg.2367,58.96,73.25,84.25,129.7,152.3,167.8,91.75,106.4,101.32
fig|645463.3.peg.2368,40.08,42.49,46.9,33.96,37.55,43.67,102.21,124,112.06
fig|645463.3.peg.2369,27.52,27.57,31.6,24.92,28.31,27.81,77.93,82.26,71.99
fig|645463.3.peg.2370,22.21,24.17,29.11,22.32,28.95,30.06,69.71,69.61,69.18
fig|645463.3.peg.2371,84.24,86.15,149.25,85.06,109.19,113.98,167.58,176.34,161.12
fig|645463.3.peg.2372,248.59,267.56,282.76,374.98,404.99,466.93,425.27,473.99,464.55
fig|645463.3.peg.2373,98.65,103.8,107.82,132.86,144.93,150.71,137.71,150.55,148.48
fig|645463.3.peg.2374,64.34,71,69.5,89.02,100.31,101.72,90.18,118.36,118.97
fig|645463.3.peg.2375,32.73,34.92,39.08,52.79,58.65,57.5,41.73,46.69,46.9
fig|645463.3.peg.2376,24.25,24.21,27.8,39.98,40.31,40.36,30.59,31.4,31.87
fig|645463.3.peg.2377,5.73,6.95,7.88,7.83,8.55,7.63,7.55,8.03,7.13
fig|645463.3.peg.2378,41.88,46.98,46.44,50.57,53.25,55.11,40.88,43.87,45.73
fig|645463.3.peg.2379,7.27,7.12,8.54,10.53,11.18,11.26,10.81,11.24,12.8
fig|645463.3.peg.2380,8.44,8.44,8.86,13,14.26,14.44,11.27,12.16,13.37
fig|645463.3.peg.2381,6.45,5.93,6.55,8.26,8.04,7.88,5.96,6.17,6.02
fig|645463.3.peg.2382,19.04,23.61,27.11,50.31,66.46,60.27,37.36,51.86,49.97
fig|645463.3.peg.2383,8.41,11.26,10.37,20.1,25.66,24.77,13.28,21.23,20.63
fig|645463.3.peg.2384,22.34,22.88,23.86,28.9,32.98,36.39,32.32,39.7,40.14
fig|645463.3.peg.2385,173.65,190.84,213.21,24.28,22.2,22.17,21.85,24.24,24.36
fig|645463.3.peg.2386,109.42,133.07,145.91,19.71,18.26,18.67,17.28,17.13,17.99
fig|645463.3.peg.2388,240.53,270.04,277.42,58.21,60.04,58,61.68,78.27,76.6
fig|645463.3.peg.2389,355.83,405.13,415.96,45.46,46.03,45.7,42.42,51.69,56.2
fig|645463.3.peg.2390,142.63,140.49,151.87,19.29,22.48,18.32,18.28,24.25,23.6
fig|645463.3.peg.2391,161.56,189.08,193.2,25.41,22.67,26.44,23.7,28.32,30.04
fig|645463.3.peg.2392,136.2,172.12,169.69,30.76,32.63,32.05,32.68,41.56,38.79
fig|645463.3.peg.2393,3.79,4.83,4.81,4.16,4.1,3.77,2.75,2.87,3.37
fig|645463.3.peg.2394,38.41,44.76,45.41,83.77,92.57,97.63,69.47,82.12,83
fig|645463.3.peg.2396,103.37,115.43,141.22,392.39,407.54,429.4,172.76,187,179.36
fig|645463.3.peg.2397,99.85,109.19,139.55,381.93,412.24,420.1,172.62,178.51,169.18
fig|645463.3.peg.2400,25.86,29.6,36.86,84.13,79.61,81.24,52.96,47.27,50.63
fig|645463.3.peg.2401,49.22,53.82,69.34,156.95,157.85,156.01,75.93,86.66,85.26
fig|645463.3.peg.2402,205,233.64,295.92,634.71,618,620.7,347.49,381.69,360.73
fig|645463.3.peg.2403,122.18,130.81,166.76,469.24,484.82,451.04,200.34,227.42,219.61
fig|645463.3.peg.2404,93.47,100.83,130.5,326.38,344.41,314.29,158.13,192.48,188.91
fig|645463.3.peg.2405,73.23,88.34,107.27,189.3,200.7,191.13,113.23,135.02,141.78
fig|645463.3.peg.2406,153.66,165.78,172.8,209.29,206.41,194.69,229.61,220.04,216.58
fig|645463.3.peg.2407,53.74,51.24,68.89,201.34,195.81,191.19,169.97,187.36,186.8
fig|645463.3.peg.2408,115.52,125.93,142.47,381.23,420.54,423.41,253.31,285.48,285.16
fig|645463.3.peg.2409,125.67,146.95,157.87,392.64,426.74,484.09,259.11,301.69,296.54
fig|645463.3.peg.2410,9.11,10.19,10.66,15.31,17.62,17.08,15.34,19.07,18.78
fig|645463.3.peg.2411,14.41,17.25,20.06,47,53.49,47.05,16.84,21.56,22.05
fig|645463.3.peg.2412,15.39,19.36,21.42,42.27,52.63,45.64,14.5,23.57,26.85
fig|645463.3.peg.2413,45.99,59.26,64.83,153.74,167.39,156.95,57.19,61.49,63.74
fig|645463.3.peg.2414,44.72,49.59,51.32,124.21,141.2,124.22,62.45,58.93,57.07
fig|645463.3.peg.2415,40.48,44.67,50.73,111.74,125.81,118.25,62.54,63.13,61.84
fig|645463.3.peg.2416,439.16,421.43,507.12,521.36,532.96,570.01,384.68,406.72,401.88
fig|645463.3.peg.2417,271.46,270.55,301.28,369.12,402.22,419.25,216.03,226.1,225.85
fig|645463.3.peg.2418,415.56,432.29,477.68,631.26,654.71,701.5,401.55,443.34,447.05
fig|645463.3.peg.2419,496.68,581.64,562.13,861.37,898.32,892.47,657.09,780.94,763.61
fig|645463.3.peg.2420,16.66,19,22.7,37.04,42.28,39.34,20.28,22.87,22.47
fig|645463.3.peg.2421,6.34,7.65,9.98,19.67,20.35,22.88,8.57,9.71,9.59
fig|645463.3.peg.2422,3.01,4.68,4.69,8.41,10.32,11.1,3.41,5.02,5.04
fig|645463.3.peg.2423,6.23,5.05,6.37,8.46,11.83,10.36,6.29,7.34,6.33
fig|645463.3.peg.2425,12.02,12.11,14.37,25.95,30.33,30.03,17.13,19.49,17.71
fig|645463.3.peg.2427,41.25,40.46,48.73,82.82,97.11,102.54,37.19,44.12,46.08
fig|645463.3.peg.2428,194.59,211.76,226.42,336.47,390.26,420.34,217.58,256.13,254.56
fig|645463.3.peg.2431,96.32,100.35,130.92,216.23,252.08,285.79,166.49,215.44,214.36
fig|645463.3.peg.2432,16.5,18.55,22.6,75.12,85.88,83.07,39.44,42.82,40.88
fig|645463.3.peg.2433,56.32,63.4,78.31,226.61,253.25,252,153.74,148.58,144.18
fig|645463.3.peg.2434,0.41,0.58,0.45,0.81,1.47,0.99,1.46,1.83,1.52
fig|645463.3.peg.2436,2.89,3.66,4.46,4.26,4.88,4.37,5.7,6.59,6.38
fig|645463.3.peg.2437,63.55,72.92,70.08,87.43,99.54,96.74,95.37,108.41,105.77
fig|645463.3.peg.2438,25.97,30,30.22,31.8,38.27,36.71,30.08,31.41,29.06
fig|645463.3.peg.2439,0.02,0.04,0.16,0.06,0.08,0.41,0.14,0.03,0.15
fig|645463.3.peg.2440,39.7,45.5,45.13,59.93,58.81,74.15,78.06,78.98,76.96
fig|645463.3.peg.2441,11.12,13.47,16.36,22.52,25.14,24.88,22.38,29.33,26.58
fig|645463.3.peg.2442,14.26,15.85,17.28,23.52,30.59,29.74,26.32,26.29,27.27
fig|645463.3.peg.2445,9.7,11.04,12.95,18.32,19.63,20.16,16.12,19.48,21.01
fig|645463.3.peg.2446,329.43,386.79,366.64,98,100.25,103.44,147.25,148.92,148.81
fig|645463.3.peg.2447,49.55,52.21,46.54,51.62,50.83,54.36,47.82,46.96,47.5
fig|645463.3.peg.2448,21.5,24.74,25.38,39.17,45.67,45.05,54.01,63.57,63.82
fig|645463.3.peg.2449,151.18,193.7,179.15,318.96,379.92,363.96,142.51,164.66,164.41
fig|645463.3.peg.2450,37.16,47.07,46.52,69.93,81.5,78.07,60.77,63.13,63.86
fig|645463.3.peg.2451,50.81,60.54,62.58,93.5,105.6,101.14,71.75,73.99,75.55
fig|645463.3.peg.2452,95.13,103.85,114,126.92,147.83,147.91,109.49,124.08,123.88
fig|645463.3.peg.2453,11.18,12.39,13.19,9.94,12.15,13.15,9.04,11.42,11.18
fig|645463.3.peg.2455,1.69,1.97,1.55,3.16,3.34,3.11,2.33,4.26,4.03
fig|645463.3.peg.2456,66.71,72.49,88.04,103.82,110.3,119.8,78.3,86.78,84.8
fig|645463.3.peg.2457,190.71,194.68,215.07,252.71,256.99,255.11,151.25,161.12,151.88
fig|645463.3.peg.2458,245.21,252.94,252.01,222.31,216.53,206.78,129.98,142.29,125.51
fig|645463.3.peg.2459,6.34,7.16,6.25,2.83,2.26,2.32,3.85,4.97,4.86
fig|645463.3.peg.2461,0.91,1.46,0.89,0.71,0.76,0.77,0.71,1.2,1.49
fig|645463.3.peg.2462,0.86,1.19,0.91,0.56,1.2,0.99,0.62,0.98,0.92
fig|645463.3.peg.2464,1.32,1.83,1.38,2.13,2.03,1.74,1.98,3.07,2.04
fig|645463.3.peg.2465,1.51,2.03,2.04,2.73,2.21,2.73,2.33,3.12,2.85
fig|645463.3.peg.2466,1.2,1.27,1.74,2.14,1.73,3.08,2.36,3.27,2.95
fig|645463.3.peg.2467,6.39,6.6,6.11,5.58,5.89,6.12,6.26,7.39,6.86
fig|645463.3.peg.2468,1.13,1.43,1.65,1.38,1.8,1.2,1.56,1.78,1.51
fig|645463.3.peg.2469,2.02,2.35,2.48,2.3,3.18,2.86,2.46,2.73,3.01
fig|645463.3.peg.2470,0.91,1.47,1.25,2.2,2.71,2.31,3.17,3.81,3.93
fig|645463.3.peg.2471,0.66,0.98,0.41,1.01,1.1,1.07,1.33,1.8,1.84
fig|645463.3.peg.2472,1.01,1.21,0.91,1.14,1.13,1.09,1.16,1.62,1.55
fig|645463.3.peg.2473,1.37,1.31,0.96,0.86,1.05,0.79,0.82,1.23,0.99
fig|645463.3.peg.2474,1.18,2.02,1.93,1.61,1.31,1.36,1.61,1.98,1.63
fig|645463.3.peg.2475,1.36,1.88,1.63,1.7,1.43,1.62,1.48,2.11,1.9
fig|645463.3.peg.2476,0.85,0.98,0.74,0.63,0.55,0.22,0.32,0.63,0.61
fig|645463.3.peg.2477,76.03,87.94,82.47,109.21,128.26,120.87,58.18,58.81,60.04
fig|645463.3.peg.2478,7.12,8.98,8.48,11.02,14.37,13.42,15.04,25.98,25.8
fig|645463.3.peg.2479,460.8,506.11,558.35,455.55,522.45,583.33,510.26,568.35,559.41
fig|645463.3.peg.2480,266.21,285.05,333.63,264.24,294.3,343.81,360.42,430.36,435.17
fig|645463.3.peg.2481,330.4,315.74,318.77,182.72,192.2,206.98,258.19,296.16,288.32
fig|645463.3.peg.2482,75.02,93.6,91.41,105.98,126.05,120.21,60.89,70.27,65.67
fig|645463.3.peg.2484,96.86,108.73,118.6,136.65,155.14,152.33,108.48,123.07,123.1
fig|645463.3.peg.2485,80.16,95.47,96.04,99.61,116.79,115.21,77.44,83.6,78.08
fig|645463.3.peg.2486,47.84,53.21,52.46,53.68,55.58,54.27,44.84,37.01,41.03
fig|645463.3.peg.2487,46.02,54.81,57.22,54.47,63.36,60.71,34.27,39.21,41.29
fig|645463.3.peg.2488,40.19,48.85,43.81,42.98,50.33,49.18,38.17,39.31,39.86
fig|645463.3.peg.2489,22.86,26.71,27.92,30.34,34.54,29.74,23.01,23.18,23.78
fig|645463.3.peg.2490,7.92,10.26,10.96,14.44,17.03,15.84,8.99,8.91,9.11
fig|645463.3.peg.2491,0.24,0.5,0.56,1.41,1.01,1.44,0.84,0.93,1.67
fig|645463.3.peg.2492,1355.28,1324.54,1170.82,305.82,333.83,396.22,697.03,1173.76,1179
fig|645463.3.peg.2493,8.8,14.68,12.91,17.76,23,22.85,13.58,17.06,19.51
fig|645463.3.peg.2494,2545.84,2539.1,2646.69,3159.77,3167.29,3331.58,4117.73,3996.69,3951.73
fig|645463.3.peg.2496,1267.7,1290.18,1312.11,2130.19,2226.54,2376.3,1573.05,1802.95,1756.59
fig|645463.3.peg.2497,74.29,81,87.6,95.33,103.26,109.04,141.4,145.6,150.73
fig|645463.3.peg.2498,76.26,85.37,95.83,111.99,128.5,128.11,175.6,187.07,187.73
fig|645463.3.peg.2499,50.44,52.19,54.51,67.49,71.91,68.56,104.66,104.47,106.02
fig|645463.3.peg.2500,13.14,15.27,18.6,26.93,32.4,31.5,16.73,21.66,21.48
fig|645463.3.peg.2501,13.92,15.14,17.66,24.69,28.31,28.85,14.28,15.12,15.38
fig|645463.3.peg.2502,35.62,36.38,42.53,49.17,56.45,62.53,37.14,43.44,43.99
fig|645463.3.peg.2503,12.01,11.9,13.53,14.22,14.69,17.32,9.09,12.33,12.69
fig|645463.3.peg.2504,11.2,14.24,12.99,15.99,18.45,22.75,9.64,12.22,13.96
fig|645463.3.peg.2505,56.73,65.69,86.64,42.57,51.38,55.73,46.87,56.55,53.16
fig|645463.3.peg.2506,12.76,17.9,20.9,18.63,21.87,23.95,14.5,23.94,23.05
fig|645463.3.peg.2507,55.28,70.11,76.82,147.56,171.48,166.79,92.18,104.27,101.38
fig|645463.3.peg.2508,51.48,57.37,66.64,97.77,108.75,108.71,72.97,79.72,76.63
fig|645463.3.peg.2510,246.81,250.51,281.82,417.87,408.5,401.41,795.33,752.08,795.96
fig|645463.3.peg.2511,1060.53,1262.16,1307.41,1290.58,1415.37,1371.21,2034.8,2246.6,2378.8
fig|645463.3.peg.2512,343.35,383.31,427.02,538.45,552.85,551.61,854.91,840.68,911.21
fig|645463.3.peg.2513,433.48,483.47,502.29,697.69,749.91,715.69,1005.04,1112.32,1159.86
fig|645463.3.peg.2514,5.95,7.44,8.2,7.69,7.77,8.34,11.48,11.55,11.9
fig|645463.3.peg.2515,27.15,31.18,32.59,42.53,48.67,47.97,46.29,52.68,52.36
fig|645463.3.peg.2516,16.99,22.38,21.04,22.01,25.31,26.02,20.78,26.27,24.59
fig|645463.3.peg.2517,86.75,95.36,107.07,107.67,110.36,121.6,83.99,83.57,82.66
fig|645463.3.peg.2519,2.29,2.75,2.74,4.08,4.25,4.27,7.33,7.4,8.1
fig|645463.3.peg.2520,1.52,1.33,1.81,2.72,2.99,3.05,5.52,5.78,5.66
fig|645463.3.peg.2521,23.91,23.42,25.92,61.28,65.21,59.9,104,112.2,111.62
fig|645463.3.peg.2522,32.16,37.32,40.89,87.3,98.66,100.47,143.31,170.42,169.56
fig|645463.3.peg.2523,2576.17,2973.11,3006.96,2380.1,2295.15,2201.96,1410.91,1849.31,1830.8
fig|645463.3.peg.2524,7.21,9.78,10.01,15.14,14.24,16.74,8.65,11.69,11.35
fig|645463.3.peg.2527,257.06,341.95,326,181.68,221.71,224.22,394.89,433.44,415.45
fig|645463.3.peg.2528,329.22,390.62,393.54,175.55,192.07,200.81,304.58,355.31,338.91
fig|645463.3.peg.2529,19.04,26.22,25.36,27.51,38.11,37.98,39.59,85.71,83.1
fig|645463.3.peg.2530,47.98,54.2,53.46,56.98,63.27,59.96,194.89,210.35,206.66
fig|645463.3.peg.2531,216.23,224.35,226.06,233.02,253.86,250.55,641.47,614.86,620.9
fig|645463.3.peg.2532,133.5,151.66,145.91,105.53,117.35,134.86,97.45,117.17,109.79
fig|645463.3.peg.2533,11.4,13.25,12.25,16.99,15.63,17.11,9.46,8.27,9.32
fig|645463.3.peg.2534,50.96,53.44,52.93,47.01,55.28,54.52,48.53,65.46,61.75
fig|645463.3.peg.2535,10.37,10.47,10.78,8.93,10.5,9.43,12.21,15.29,15.49
fig|645463.3.peg.2536,5.41,7.02,7.08,4.7,5.63,5.27,8.12,9.12,9.87
fig|645463.3.peg.2537,17.8,17.38,18.05,11.46,11.15,10.68,21.04,25.99,24.8
fig|645463.3.peg.2538,13.74,13.55,12.29,7.84,8.53,7.46,16.57,16.05,16.31
fig|645463.3.peg.2539,4.59,4.55,4.49,2.84,2.84,2.58,5.06,5.49,5.71
fig|645463.3.peg.2540,5.76,6.42,6.65,4.32,5.55,6.05,6.93,7.36,7.81
fig|645463.3.peg.2541,1.42,1.78,2.22,2.12,2.6,2.63,2.55,3.5,3.45
fig|645463.3.peg.2542,50.84,56.17,57.97,40.48,45.83,48.03,54.15,69.18,63.44
fig|645463.3.peg.2543,27.76,30.84,38.65,68.59,75.09,77.4,26.15,33.05,33.39
fig|645463.3.peg.2544,49.59,52.21,65.39,79.33,82.13,86.06,57.43,61.97,61.55
fig|645463.3.peg.2545,48.44,51.55,60.51,59,60.92,66.87,56.08,60.74,58.82
fig|645463.3.peg.2546,48.38,54.58,56.45,49.82,52.81,54.71,48.94,55.82,56.37
fig|645463.3.peg.2547,1.75,2.62,1.99,1.54,2.04,1.02,1.63,2.7,2.87
fig|645463.3.peg.2548,117.55,142.69,158.15,179.76,193.33,218.73,182.93,233.31,227.57
fig|645463.3.peg.2549,517.11,535.01,539.83,164.61,135.46,141.92,124.64,212.81,192.65
fig|645463.3.peg.2551,13.77,15,16.88,9.63,9.51,12.46,14.45,14.62,15.31
fig|645463.3.peg.2552,23.98,24.2,29.08,26.17,26.97,28.87,27.72,34.08,33.72
fig|645463.3.peg.2553,12.45,13.8,15.65,16.25,19.92,21.24,17.91,23.05,23.92
fig|645463.3.peg.2554,10.63,12.28,11.58,15.05,15.13,15.26,45.2,60.22,69.75
fig|645463.3.peg.2555,153.84,163.18,132.3,37.38,42.75,44.86,30.23,36.11,35.43
fig|645463.3.peg.2556,13.66,17.25,18.11,27.67,32.48,30.57,26.95,32.27,32.29
fig|645463.3.peg.2557,39.07,44.57,47.65,71.37,83.2,81.91,72.07,91.16,90.16
fig|645463.3.peg.2558,34,40.42,41.19,53.31,59.85,57.01,43.83,51.02,50.34
fig|645463.3.peg.2559,33.71,39.72,38.67,50.87,58.64,56.75,46.12,47.9,47.35
fig|645463.3.peg.2560,6.44,6.62,7.79,10.82,11.1,10.87,8.67,10.35,9.75
fig|645463.3.peg.2561,4.64,5.37,6.01,7.46,7.34,7.14,6.62,8.05,8.54
fig|645463.3.peg.2562,2.14,1.63,2.37,2.53,2.75,3.17,2.55,2.4,2.24
fig|645463.3.peg.2563,2.99,3.58,3.55,3.11,5.24,4,4.47,4.38,4.01
fig|645463.3.peg.2564,574.92,607.88,632.76,795.14,755.03,897.04,745.59,1044.29,1032.68
fig|645463.3.peg.2565,156.28,166.47,199.66,375.09,368.63,430.89,190.73,222.59,224.93
fig|645463.3.peg.2566,15.64,17.88,19.22,29.25,32.76,40.13,24.47,29.93,29.34
fig|645463.3.peg.2567,65.49,74.5,84.56,150.63,163.62,174.69,154.38,162.79,160.43
fig|645463.3.peg.2568,77.08,88.92,88.34,167.51,188.81,187.76,162.7,187.43,188.51
fig|645463.3.peg.2569,171.66,187.26,213.63,271.77,286.72,318.31,190.64,222.39,217.59
fig|645463.3.peg.2570,61.47,65.4,78.19,138.55,133.8,148.01,161.43,173.58,165.29
fig|645463.3.peg.2571,15.24,15.47,22.62,33.8,34.02,37.57,27.47,34.2,36.99
fig|645463.3.peg.2572,24.87,27.46,29.28,40.18,44.77,36.38,30.35,35.58,36.02
fig|645463.3.peg.2574,112.9,131.41,120.97,181.17,206.26,191.16,104.06,104.58,100
fig|645463.3.peg.2575,28.59,30.03,37.49,64.69,82.23,83.71,31.88,42.48,43.83
fig|645463.3.peg.2576,118.7,144.63,181.94,432.81,509.22,561.76,215.02,318.91,327.45
fig|645463.3.peg.2577,202.02,203.25,250.5,573.03,651.13,696.39,445.55,484.26,513.54
fig|645463.3.peg.2578,367.66,391.86,403.12,538.52,629.04,693.88,399.97,483.48,492.08
fig|645463.3.peg.2579,7.76,7.94,10.54,15.54,18.05,16.41,19.4,21.17,20.31
fig|645463.3.peg.2580,10.59,10.26,13.04,22.2,22.66,19.74,23.49,24.56,24.26
fig|645463.3.peg.2581,4.63,5.07,6.16,9.66,10.89,10.9,8.89,10.44,11.27
fig|645463.3.peg.2582,5.9,7.76,7.14,10.08,14.01,13.84,13.49,14.4,15.03
fig|645463.3.peg.2583,36.57,39.13,40.23,48.47,52.79,54.54,67.95,75.6,79.73
